Date,Site,Total,Shannon Diversity Index,Species_Richness,Evenness,AvgHBTI,Percent Gathering Collectors,Percent Multiple,Percent Predators,Percent Filtering Collectors,Percent Scrapers,Percent Shredders,Percent Detritivore,AvgHBTI_Gathering Collectors,AvgHBTI_Multiple,AvgHBTI_Predators,AvgHBTI_Filtering Collectors,AvgHBTI_Scrapers,AvgHBTI_Shredders,AvgHBTI_Detritivore,Gathering Collectors_Count,Multiple_Count,Predators_Count,Filtering Collectors_Count,Scrapers_Count,Shredders_Count,Detritivore_Count,Time_Period,Li_Filtered,LiCen_Filtered,Na_Filtered,NaCen_Filtered,Mg_Filtered,MgCen_Filtered,Al_Filtered,AlCen_Filtered,K_Filtered,KCen_Filtered,Ca_Filtered,CaCen_Filtered,V_Filtered,VCen_Filtered,Cr_Filtered,CrCen_Filtered,Mn_Filtered,MnCen_Filtered,Fe_Filtered,FeCen_Filtered,Co_Filtered,CoCen_Filtered,Ni_Filtered,NiCen_Filtered,Cu_Filtered,CuCen_Filtered,Zn_Filtered,ZnCen_Filtered,As_Filtered,AsCen_Filtered,Se_Filtered,SeCen_Filtered,Sr_Filtered,SrCen_Filtered,Cd_Filtered,CdCen_Filtered,Ba_Filtered,BaCen_Filtered,Tl_Filtered,TlCen_Filtered,Pb_Filtered,PbCen_Filtered,U_Filtered,UCen_Filtered,Li_Total,LiCen_Total,Na_Total,NaCen_Total,Mg_Total,MgCen_Total,Al_Total,AlCen_Total,K_Total,KCen_Total,Ca_Total,CaCen_Total,V_Total,VCen_Total,Cr_Total,CrCen_Total,Mn_Total,MnCen_Total,Fe_Total,FeCen_Total,Co_Total,CoCen_Total,Ni_Total,NiCen_Total,Cu_Total,CuCen_Total,Zn_Total,ZnCen_Total,As_Total,AsCen_Total,Se_Total,SeCen_Total,Sr_Total,SrCen_Total,Cd_Total,CdCen_Total,Ba_Total,BaCen_Total,Tl_Total,TlCen_Total,Pb_Total,PbCen_Total,U_Total,UCen_Total,Type,TotalArea,BurnedPercent,BurnedStructures,ImperviousPercent,UnburnedWildlandPercent,BurnedWildlandPercent,BurnedUrbanPercent,UnburnedUrbanPercent,UnburnedPercent,BurnedAcres,UnburnedAcres,ImperviousAcres,UnburnedWildlandAcres,BurnedWildlandAcres,BurnedUrbanAcres,UnburnedUrbanAcres,Chl_A,Hardness,HardnessCen,Colr,Shp,PeakFFG,UnivoltinePercent,daysSincePrecip,Precip,Flow,Percent_Baetis,Percent_Baetidae,BurnedStructures_Per_Acre,BurnedStructures_Per_Urban_Acre,BurnedStructures_Per_Burned_Urban_Acre,BurnedStructures_Per_Total_Acres,Dominant_FFG_Number,Percent_Baet,Precip2Week,Temp,TempCen,pH,pHCen,Turbidity,TurbidityCen,Conductivity,ConductivityCen,TSS,TSSCen,Alkalinity,AlkalinityCen,NPOC,NPOCCen,TDN,TDNCen,Ammonia,AmmoniaCen,TDP,TDPCen,Nitr,NitrCen,TDON,TDONCen,Chloride,ChlorideCen,Sulfate,SulfateCen,Fluoride,FluorideCen,Nitrite,NitriteCen,Bromide,BromideCen,Nitrate,NitrateCen,Phosphate,PhosphateCen,Mn_Particulate,ChlAPerScrap
2022-05-04,Highway 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,14.4550749363788,0,50500,G,7798.56017561842,0,12.8601360075258,0,3387.25659110596,0,29829.6756818641,0,2.5823392143272,0,3,L,32.3675862975078,0,30,L,1,L,1,L,5.63618996867601,0,13.6012719683587,0,1,L,1.5,L,214.297114547633,0,0.1,L,46.5866804554987,0,1,L,0.2,L,0.883516961667964,0,10,L,21576.6266945954,0,3355.65759645516,0,531.342649260192,0,1433.530246752518,0,12697.5803096578,0,2.42488040795286,0,6,L,31.2355029446286,0,680.038611780952,0,0.8,L,1.6,L,4.51925642780824,0,62.2926322686078,0,1.2,L,2.8,L,80.3837764391828,0,0.2,L,30.7577752836952,0,0.3,L,2.004422037895,0,0.378689409238082,0,Rain,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,NA,106.59917098081132,0,#56b4e9,17,NA,NA,0,0.42,3.09,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,NA,NA,0.7266666669999999,9.3,0,8.67,0,124,0,490,0,107.00000000000004,0,62,0,6.54,0,1606,0,369.4,0,NA,0,548.840682125922,0,NA,NA,92.15026913451528,0,46.21119455303648,0,0.12241371706616865,0,NA,L,0.6835993768730502,0,0.548840682125922,0,0.13108044121593287,0,0,NA
2022-05-04,Superior Associates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,11.3912180871152,0,67516.5322614534,0,24393.1102470556,0,10,L,2552.25997516394,0,74841.8366912798,0,1,L,3,L,44.8731407502199,0,50.1911261555387,0,1,L,1,L,2,L,7.02142329031115,0,1,L,1.5,L,504.5925723725585,0,0.1,L,137.7083771053301,0,0.4,L,0.2,L,0.9008115722467744,0,10,L,69853.6607091386,0,24433.2891188434,0,60.8742278538064,0,2634.00800045372,0,75666.252104429,0,0.8,L,6,L,47.1934146220124,0,196.6957942620486,0,0.8,L,1.6,L,4,L,392.870927639466,0,1.2,L,2.8,L,504.190464122054,0,0.2,L,141.1357409294172,0,0.3,L,0.4,L,0.855309065202558,0,Rain,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,NA,287.3308942155006,0,#479f74,16,NA,NA,0,0.42,3.09,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,NA,NA,0.7266666669999999,8.7,0,7.76,0,2.3150000000000004,0,931,0,2.0833333333333286,0,69,0,3.967,0,166,0,9.5,0,NA,0,NA,L,NA,NA,NA,NA,NA,NA,0.2139483119715242,0,NA,NA,0.11039056936642085,0,NA,NA,NA,NA,2.3202738717924944,NA
2022-05-18,Greenbelt Plateau,144,1.64,11,0.6828149174914564,4.958333333333333,6.25,18.75,13.194444444444445,47.22222222222222,12.5,0,2.0833333333333335,4.111111111111111,6,1.1666666666666667,5.911764705882353,5.111111111111111,NA,NA,9,27,19,68,18,0,3,Early Rain,12.1799509862849,0,77770.5540198076,0,24125.9374015114,0,10,L,2579.94720535986,0,73085.2189061364,0,0.4,L,3,L,8.652407048459215,0,30,L,0.4,L,0.8,L,4.24570278287565,0,39.03417098547865,0,0.6,L,1.4,L,486.8471209489965,0,0.1,L,83.77987720207659,0,0.2,L,0.2,L,2.4484700428579247,0,12.7270573315196,0,78701.3895051321,0,24451.9947493446,0,10,L,2543.04508226145,0,77306.9569402662,0,0.4,L,3,L,0.4,L,30,L,0.4,L,0.8,L,2,L,3,L,0.6,L,1.4,L,479.33313165877,0,0.1,L,77.8175874667288,0,0.2,L,0.2,L,1.55957046533809,0,Baseflow,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,0.911,281.84440182804656,0,#999999,15,Filtering Collectors,9.2,7,0,1.29,0.9444444444444444,0,NA,0,NA,0,68,0.9444444444444444,0.906666667,13.7,0,7.47,0,NA,0,926,0,48.44789356984477,0,88,0,2.915,0,160.70000000000002,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05061111111111111
2022-05-18,Superior Associates,68,1.7,8,0.8151729576612406,4.5588235294117645,5.882352941176471,10.294117647058824,17.647058823529413,44.11764705882353,13.235294117647058,0,8.823529411764707,4,6,4,6,4,NA,NA,4,7,12,30,9,0,6,Early Rain,11.0851873194103,0,73009.5452401446,0,24711.05482439165,0,23.4346317200608,0,2332.694256676845,0,77857.1931962368,0,0.4,L,3,L,44.44819042672685,0,97.3726399538928,0,0.4,L,0.8,L,15.81431699679186,0,17.821453844908724,0,0.6,L,1.4,L,537.5856201204156,0,0.1,L,158.3040067191216,0,0.2,L,0.2,L,0.8988610851647805,0,10,L,77581.5964564424,0,26325.842677937,0,20,L,2389.25889634286,0,80306.2775796302,0,0.8,L,6,L,0.8,L,60,L,0.8,L,1.6,L,4,L,13.0373342273763,0,1.2,L,2.8,L,534.809333593118,0,0.2,L,147.1002294497024,0,0.3,L,0.4,L,0.83974648553313,0,Baseflow,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,0.096,296.1695351778481,0,#479f74,16,Filtering Collectors,13,7,0,1.29,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,30,NA,0.906666667,21.2,0,7.6,0,3.1,0,989,0,2.40825688073395,0,77,0,2.815,0,137.5,0,6.3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01066666666666666
2022-05-18,Highway 36,187,1.75,12,0.7038199469155672,6.641711229946524,10.16042780748663,65.77540106951872,5.347593582887701,11.764705882352942,5.347593582887701,0,1.60427807486631,4.105263157894737,7.951219512195122,NA,5.818181818181818,5.8,NA,NA,19,123,10,22,10,0,3,Early Rain,19.568724017658297,0,90702.0537243566,0,26124.85474403525,0,21.088008171942,0,3549.554148288905,0,81965.8345741106,0,0.625000398440044,0,3,L,93.7797750743144,0,73.47551795668696,0,0.4,L,1.79198751408074,0,19.049108034544595,0,72.87261376953646,0,0.6,L,1.4,L,615.898771730366,0,0.1,L,160.20938583078367,0,0.2,L,0.209,0,2.120623998029645,0,17.39402293518778,0,97469.501456025,0,27549.1974452682,0,20,L,3678.43902354578,0,84961.1292203494,0,0.8,L,6,L,0.8,L,60,L,0.8,L,1.6,L,4,L,26.4002150530194,0,1.2,L,2.8,L,637.33969126004,0,0.2,L,154.9490378950264,0,0.3,L,0.4,L,2.00908247038232,0,Baseflow,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,0.915,312.25084076749135,0,#56b4e9,17,Multiple,0,7,0,1.29,0.6,0,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,123,0.6,0.906666667,25.3,0,7.95,0,12.6,0,1631,0,17.27688787185355,0,102,0,3.999,0,497.8,0,96.7,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0915
2022-05-18,CTC Open Space,148,2.1,16,0.7560044274442593,5.054054054054054,39.86486486486486,28.37837837837838,8.783783783783784,3.3783783783783785,13.513513513513514,2.702702702702702,3.3783783783783785,4.1525423728813555,6.761904761904762,7.142857142857143,5.6,5.8,6.25,NA,59,42,13,5,20,4,5,Early Rain,44.9173570385894,0,230507.7826592252,0,62147.8954288236,0,25.7602612354702,0,2938.51493937052,0,121091.3504242212,0,0.8,L,6,L,37.5550450340124,0,60.3421611994844,0,0.8,L,1.6,L,11.40252865897261,0,29.67564269475876,0,1.2,L,2.8,L,1218.272002223604,0,0.2,L,186.5744633705698,0,0.3,L,0.4,L,15.74695329426504,0,25.91862764299265,0,167893.19649244298,0,37117.35830642095,0,50,L,2084.945482413385,0,81143.13589958749,0,2,L,15,L,2,L,150,L,2,L,4,L,10,L,64.891508757803,0,3,L,7,L,787.94320791123,0,0.5,L,109.69232406421852,0,0.8,L,1,L,8.683362744403,0,Baseflow,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,2.186,558.2901353851759,0,#3172b2,18,Gathering Collectors,19,7,0,1.29,0.6,0,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,59,0.6,0.906666667,21.9,0,7.88,0,5.35,0,2150,0,5.595238095238107,0,269,0,4.091,0,294.4,0,10.4,0,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1093
2022-05-21,CTC Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,47.853350162406,0,50500,G,14708.8118160691,0,17.007874089825,0,2419.94675011219,0,36700.6129901655,0,0.733001028013064,0,3,L,35.4425649810135,0,55.1911321543673,0,0.4,L,0.813399421953876,0,2,L,4.01558999450565,0,0.6,L,1.4,L,326.37377262273,0,0.1,L,63.3564742258143,0,0.2,L,0.2,L,2.81698000655265,0,45.6462213683329,0,105045.35784720253,0,15491.5566265989,0,380.3408691670495,0,2718.863376616025,0,40273.2231874626,0,2.565658566388685,0,15,L,118.018260553916,0,1340.982035381635,0,2,L,4,L,10,L,120.9553679248525,0,3,L,7,L,326.3012841603505,0,0.5,L,77.52379308082399,0,0.8,L,1.28204163471981,0,2.7669386797089803,0,Rain,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,NA,152.21231769501583,0,#3172b2,18,NA,NA,0,1.06,2.04,NA,NA,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,NA,NA,2.04,9.5,0,7.93,0,26.7,0,891,0,NA,0,102,0,4.736,0,548.2,0,60,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5756955729025,NA
2022-05-21,Greenbelt Plateau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,13.6359373142692,0,73426.626032891,0,21876.480590082247,0,36.8762167149168,0,2359.8416928106853,0,71388.3987747272,0,0.4,L,3,L,11.02853130945998,0,65.665814519458,0,0.4,L,0.8,L,2,L,69.4826375043873,0,0.6,L,1.4,L,444.54237313844305,0,0.1,L,84.6470115581397,0,0.2,L,0.2,L,2.553264431930905,0,14.762027004586,0,73840.5340860531,0,21403.2974467118,0,90.8265517027663,0,2327.23820888985,0,68305.7489231129,0,0.696247976115629,0,3,L,32.5656937096287,0,393.689112675988,0,0.505995503070625,0,0.915628660680016,0,2,L,36.4764643337339,0,0.6,L,1.4,L,440.375515684178,0,0.1,L,73.8593640290255,0,0.2,L,0.573154815840607,0,2.31263929175139,0,Rain,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,NA,268.3441788104525,0,#999999,15,NA,NA,0,1.06,2.04,NA,NA,NA,0,NA,0,NA,NA,2.04,10.2,0,8.1,0,38.25,0,899,0,NA,0,86,0,3.416,0,145.5,0,1.6,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.53716240016872,NA
2022-05-21,Highway 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,14.8764631481604,0,50500,G,12724.7530101651,0,16.2812730590136,0,3777.45390376095,0,44118.5673008533,0,2.29359959183166,0,3,L,45.0833984944467,0,30,L,0.4,L,0.979933396554579,0,2.16226395266694,0,11.151277446033,0,0.6,L,1.4,L,367.754783991101,0,0.1,L,71.183898282517,0,0.2,L,0.2,L,1.80360442374077,0,14.71031327624416,0,79129.1539552174,0,13467.00638172816,0,434.510350918004,0,4049.05513311432,0,46328.4484342398,0,3.7503370097318798,0,6,L,65.7480741741798,0,697.246819116924,0,0.8,L,1.734428563612486,0,4.45442267701134,0,81.2429572761836,0,1.2,L,2.8,L,375.512408026312,0,0.2,L,84.311076623933,0,0.3,L,2.1566182712188,0,1.689336601534414,0,Rain,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,NA,162.56459544609055,0,#56b4e9,17,NA,NA,0,1.06,2.04,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,NA,NA,2.04,10.7,0,8.26,0,48.7,0,744,0,NA,0,77,0,5.197,0,1033,0,128.9,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.664675679733108,NA
2022-05-21,Superior Associates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,11.2283785825538,0,69495.7297574918,0,22855.4944699061,0,25.1887591301606,0,2270.266263677085,0,70641.013297462,0,0.4,L,3,L,43.65495675666615,0,108.1614637995626,0,0.4,L,0.8,L,2,L,58.82025691687275,0,0.6,L,1.4,L,486.27768952859446,0,0.1,L,139.59416518994772,0,0.2,L,0.406,0,0.9312919828875454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rain,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,NA,270.50953643083596,0,#479f74,16,NA,NA,0,1.06,2.04,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,NA,NA,2.04,10.3,0,7.65,0,NA,0,925,0,NA,0,69,0,3.96,0,187.3,0,10.2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-15,CTC Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,27.8611400978322,0,120791.648008199,0,26490.9731543731,0,50,L,2032.22963451781,0,62866.7783439965,0,2,L,15,L,32.43041422040175,0,150,L,2,L,4,L,10,L,66.53123405460201,0,3,L,7,L,566.90884228038,0,0.5,L,93.3378870143525,0,0.8,L,1,L,5.84958291792285,0,25,L,108692.37409929,0,23666.7234801011,0,123.455233429241,0,2000,L,61986.704979356,0,2,L,15,L,44.2502794833002,0,584.72256315222,0,2,L,4,L,10,L,104.7761031835,0,3,L,7,L,556.128322795305,0,0.5,L,90.4207747955955,0,0.8,L,1,L,5.51533144826105,0,Baseflow,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,NA,266.0681729746677,0,#3172b2,18,NA,NA,8,0,2.22,NA,NA,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,NA,NA,1.0924999999999998,18,0,7.95,0,3.21,0,1148,0,NA,0,168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.5605823795489,0,68.00724371695209,0,0.47333183690447656,0,0.11,L,0.206,0,0.18,L,NA,NA,11.819865262898446,NA
2022-06-15,Greenbelt Plateau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,10.5284294193096,0,57457.0236352132,0,15881.1141672447,0,10,L,1890.12685913196,0,48310.0405928681,0,0.4,L,3,L,10.3464483788501,0,30,L,0.4,L,0.8,L,2,L,3,L,0.6,L,1.4,L,330.395467531473,0,0.1,L,73.2597124268777,0,0.2,L,0.2,L,1.43084733191503,0,10.5539635609737,0,59579.3645020171,0,16361.1005224354,0,20.6046250534591,0,1950.50197911232,0,48571.8081259702,0,0.4,L,3,L,12.0503564337795,0,57.143937448533,0,0.4,L,0.8,L,2,L,106.805951346725,0,0.6,L,1.4,L,335.400950010653,0,0.1,L,75.7260914113518,0,0.2,L,0.264692357103103,0,1.43040503022832,0,Baseflow,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,NA,186.0285995011053,0,#999999,15,NA,NA,8,0,2.22,NA,NA,NA,0,NA,0,NA,NA,1.0924999999999998,12.7,0,8.16,0,0.53,0,476,0,NA,0,99,0,NA,NA,NA,NA,4.621,0,1.931,0,NA,NA,NA,NA,100,G,74.3,0,0.35,0,0.11,L,0.098,0,0.11,0,NA,NA,1.7039080549294,NA
2022-06-15,Highway 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,21.44186169298,0,83090.3905926376,0,21567.7490665798,0,20,L,3199.51582480178,0,71399.2356480596,0,0.8,L,6,L,58.1798957357124,0,60,L,0.8,L,1.6,L,4,L,23.7632298706306,0,1.2,L,2.8,L,535.8385927543,0,0.2,L,116.7161296671144,0,0.3,L,0.4,L,2.2778991794118,0,20.2469711403626,0,85166.881021669207,0,21577.5149055422,0,20,L,3246.9411043435,0,70662.6232167004,0,0.95430783192737,0,6,L,6.9752645853768,0,60,L,0.8,L,1.6,L,4,L,23.5931667634188,0,1.2,L,2.8,L,548.947307277202,0,0.2,L,119.9689403692832,0,0.3,L,0.4,L,2.24090971006326,0,Baseflow,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,NA,267.09988206938044,0,#56b4e9,17,NA,NA,8,0,2.22,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,NA,NA,1.0924999999999998,19.5,0,8.1,0,14,0,1032,0,NA,0,107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.388128961842,0,96.38797294719735,0,0.3737770204173899,0,NA,NA,0.175,0,0.18,L,NA,NA,0,NA
2022-06-15,Superior Associates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,10.65042210283888,0,68559.1850122112,0,21057.5112519744,0,20,L,2218.37306602708,0,66493.3352197554,0,0.8,L,6,L,29.6256650356446,0,60,L,0.8,L,1.6,L,4,L,19.56441455183022,0,1.2,L,2.8,L,440.147386206794,0,0.2,L,118.1456416100138,0,0.3,L,0.4,L,0.94094845671178,0,18.12807201553888,0,63558.1043063225,0,21113.067410149375,0,17478.30311091946,0,6489.1875673888,0,65311.5969520916,0,30.75028189500035,0,13.92920211840534,0,165.3441555021609,0,14239.684884940563,0,4.0714811004891,0,11.65422106062036,0,16.39651012241568,0,205.15932931922123,0,4.01759539365548,0,2.8,L,485.06534305718446,0,0.581608022114056,0,318.266078893584,0,0.3,L,28.329138810327127,0,2.13899742840934,0,Baseflow,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,NA,252.74868937935983,0,#479f74,16,NA,NA,8,0,2.22,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,NA,NA,1.0924999999999998,16.5,0,7.74,0,2.54,0,892,0,NA,0,89,0,NA,NA,NA,NA,6.173,0,4.477,0,NA,NA,NA,NA,159.424272494456,0,118,0,0.30495540652893965,0,NA,NA,0.11658557554270274,0,0.09,L,NA,NA,135.7184904665163,NA
2022-06-22,Greenbelt Plateau,745,0.79,9,0.3595187393222405,5.832214765100671,1.8791946308724832,11.2751677852349,0.4026845637583893,77.85234899328859,8.053691275167786,0,0.5369127516778524,4,6,1,6,5.05,NA,NA,14,84,3,580,60,0,4,Early Rain,11.7274272508165,0,64473.0965971256,0,18105.4624896339,0,10,L,2095.44873062346,0,53880.4012482021,0,0.4,L,3,L,13.6071937709238,0,30,L,0.4,L,1.11544290848307,0,2,L,54.9949162546354,0,0.6,L,1.4,L,376.696616281721,0,0.1,L,81.2569664851084,0,0.2,L,0.2,L,1.69714490993545,0,11.2354849788137,0,69931.9336527936,0,19671.3847885418,0,10,L,2286.26622067846,0,54556.6972983783,0,0.4,L,3,L,17.7486066794875,0,70.3319054904274,0,0.4,L,0.8,L,2,L,97.2138408100448,0,0.6,L,1.4,L,393.688073453511,0,0.1,L,84.6161094813465,0,0.2,L,0.2,L,1.73237320845814,0,Baseflow,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,5.187,209.09765644907304,0,#999999,15,Filtering Collectors,22,2,0,1,0.95,0,NA,0,NA,0,580,0.95,0.01,13.1,0,7.37,0,1.35,0,654,0,NA,0,96,0,NA,NA,NA,NA,5.129,0,2.445,0,NA,NA,NA,NA,132.89,0,42.4,0,0.27617300579145837,0,NA,NA,0.053,0,0.09,L,NA,NA,4.1414129085637015,0.08645
2022-06-22,Highway 36,74,1.79,10,0.7771373430743665,4.297297297297297,33.78378378378378,32.432432432432435,9.45945945945946,4.054054054054054,13.513513513513514,0,6.756756756756757,4.08,6,4,4,5.6,NA,NA,25,24,7,3,10,0,5,Early Rain,19.58176771366029,0,66194.46483546091,0,19384.06970207047,0,20,L,3985.5810198034,0,59298.1595320636,0,0.9582030266478848,0,6,L,42.9767469879125,0,102.008758619241,0,0.8,L,1.671610256525942,0,4,L,17.826192840420212,0,1.2,L,2.8,L,509.304800795236,0,0.2,L,91.1277027966205,0,0.3,L,0.4,L,2.55446259541565,0,24.99233397279117,0,87647.5232734425,0,23537.40954253156,0,144.8545029198792,0,4135.07793505851,0,71779.4030818383,0,1.525240576945858,0,6,L,96.4575079280103,0,582.046707621602,0,0.8,L,1.690106873508836,0,5.0899989529102,0,345.21080229127904,0,1.2,L,2.8,L,609.126474607483,0,0.2,L,120.85279805693892,0,0.3,L,0.714353727775384,0,2.9131614375850097,0,Baseflow,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,5.758,227.89110338468905,0,#56b4e9,17,Gathering Collectors,0,2,0,1,0.7,0,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,25,0.7,0.01,20.6,0,8.52,0,42.7,0,807,0,NA,0,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.76092755314858,0,66.10886760041693,0,0.5435742996853127,0,NA,NA,0.182,0,0.1,L,NA,NA,53.4807609400978,0.5758
2022-06-22,CTC Open Space,235,2.01,14,0.7632034983843432,4.523404255319149,36.17021276595744,17.02127659574468,11.914893617021276,0.425531914893617,25.106382978723403,0,9.361702127659576,4.764705882352941,6.3,4.136363636363637,4,5.271186440677966,NA,NA,85,40,28,1,59,0,22,Early Rain,34.740045395123246,0,164123.1905659365,0,36454.12358750175,0,50,L,2403.64830291566,0,80260.931867479,0,2,L,15,L,35.139380885991905,0,150,L,2,L,4,L,10,L,86.656388939915,0,3,L,7,L,793.0309915871201,0,0.5,L,111.8630252960115,0,0.8,L,1,L,7.3888860822721005,0,28.643119266878895,0,138060.650830922,0,29822.151226115453,0,54.495236494028,0,2072.0951697602,0,71353.520413946,0,2,L,15,L,43.093565848580006,0,473.897135443026,0,2,L,4,L,10,L,69.524433735268,0,3,L,7,L,662.70870699798,0,0.5,L,97.679800296845,0,0.8,L,1,L,6.0521712227251,0,Baseflow,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,4.519,350.5296278064273,0,#3172b2,18,Gathering Collectors,7.1,2,0,1,0,0.864406779661017,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,85,0.864406779661017,0.01,18,0,7.99,0,6.41,0,1410,0,NA,0,194,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.0153103113776,0,79.61637943174551,0,0.41,0,NA,NA,0.146,0,0.18,L,NA,NA,7.954184962588101,0.07659322033898305
