Date,Site,Benthic,Count,HBI,EPT,Order,FFG,Common Name
9/30/2022,Highway 36,Crangonyx,2,4,FALSE,Amphipoda,Gathering Collectors,Scud
9/30/2022,Highway 36,Hyalella,3,8,FALSE,Amphipoda,Scrapers,Scud
9/30/2022,Highway 36,Hydropsychidae,9,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
9/30/2022,Highway 36,Hydropsychidae,11,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
9/30/2022,CTC Open Space,Coenagrionidae,5,9,FALSE,Odonata,Predators,Narrow-winged damselfly
9/30/2022,CTC Open Space,Hyalella,2,8,FALSE,Amphipoda,Scrapers,Scud
9/30/2022,CTC Open Space,Crangonyx,29,4,FALSE,Amphipoda,Gathering Collectors,Scud
9/30/2022,CTC Open Space,Hydropsychidae,86,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
9/30/2022,CTC Open Space,Tricorythodes,1,5,TRUE,Ephemeroptera,Gathering Collectors,Little stout crawler mayfly
9/30/2022,Superior Associates,Annelida,5,NA,FALSE,Annelida,Detritivore,Segmented worms
9/30/2022,Superior Associates,Simuliidae,30,6,FALSE,Diptera,Filtering Collectors,Blackfly
9/30/2022,Superior Associates,White Chironomidae,34,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
9/30/2022,Highway 36,White Chironomidae,20,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
9/30/2022,Highway 36,Simuliidae,6,6,FALSE,Diptera,Filtering Collectors,Blackfly
9/30/2022,CTC Open Space,White Chironomidae,4,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
9/30/2022,CTC Open Space,Simuliidae,29,6,FALSE,Diptera,Filtering Collectors,Blackfly
9/30/2022,CTC Open Space,Tricladida,37,4,FALSE,Tricladida,Collectors,Flatworms
9/30/2022,CTC Open Space,Annelida,26,NA,FALSE,Annelida,Detritivore,Segmented worms
9/30/2022,CTC Open Space,Trombidiformes,2,NA,FALSE,Trombidiformes,Predators,Water Mites
9/30/2022,CTC Open Space,Red Chironomidae,1,10,FALSE,Diptera,Multiple,Midge/Chironomid
9/30/2022,CTC Open Space,Baetis,2,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
9/30/2022,CTC Open Space,Baetidae,153,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayflies
9/30/2022,CTC Open Space,Tricorythodes,1,5,TRUE,Ephemeroptera,Gathering Collectors,Little stout crawler mayfly
9/30/2022,Highway 36,Diptera,3,6,FALSE,Diptera,-,Midge
9/30/2022,CTC Open Space,Diptera,5,6,FALSE,Diptera,-,Midge
9/30/2022,CTC Open Space,Simuliidae,1,6,FALSE,Diptera,Filtering Collectors,Blackfly
10/30/2022,Highway 36,Crangonyx,21,4,FALSE,Amphipoda,Gathering Collectors,Scud
10/30/2022,Highway 36,Hyalella,9,8,FALSE,Amphipoda,Scrapers,Scud
10/30/2022,Highway 36,Baetis,14,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
10/30/2022,Highway 36,Hydropsychidae,1,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
10/30/2022,Highway 36,Baetidae,1,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayflies
10/30/2022,CTC Open Space,Calopterygidae,2,5,FALSE,Odonata,Predators,Broad-winged damselfly
10/30/2022,CTC Open Space,Coenagrionidae,1,9,FALSE,Odonata,Predators,Narrow-winged damselfly
10/30/2022,CTC Open Space,Baetis,1,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
10/30/2022,Highway 36,Ceratopogonidae,1,6,FALSE,Diptera,Predators,Biting Midge
10/30/2022,CTC Open Space,Crangonyx,7,4,FALSE,Amphipoda,Gathering Collectors,Scud
10/30/2022,CTC Open Space,Hyalella,3,8,FALSE,Amphipoda,Scrapers,Scud
10/30/2022,CTC Open Space,Baetis,99,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
10/30/2022,CTC Open Space,Oligochaeta,2,NA,FALSE,-,Detrivores,Earth Worms
10/30/2022,Highway 36,Hydropsychidae,25,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
10/30/2022,Highway 36,Oligochaeta,5,NA,FALSE,-,Detrivores,Earth Worms
10/30/2022,CTC Open Space,Hydropsychidae,24,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
10/30/2022,Highway 36,Diptera,4,6,FALSE,Diptera,-,Midge
10/30/2022,Highway 36,Annelida,6,NA,FALSE,Annelida,Detritivore,Segmented worms
10/30/2022,Highway 36,Tricorythodes,1,5,TRUE,Ephemeroptera,Gathering Collectors,Little stout crawler mayfly
10/30/2022,CTC Open Space,Simuliidae,30,6,FALSE,Diptera,Filtering Collectors,Blackfly
10/30/2022,CTC Open Space,Tricladida,13,4,FALSE,Tricladida,Collectors,Flatworms
10/30/2022,CTC Open Space,White Chironomidae,29,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
10/30/2022,CTC Open Space,Red Chironomidae,1,10,FALSE,Diptera,Multiple,Midge/Chironomid
10/30/2022,CTC Open Space,Arhynchobdellida,1,4,FALSE,Arhynchobdellida,Predators,Leech
10/30/2022,CTC Open Space,Annelida,8,NA,FALSE,Annelida,Detritivore,Segmented worms
10/30/2022,CTC Open Space,Tricorythodes,31,5,TRUE,Ephemeroptera,Gathering Collectors,Little stout crawler mayfly
11/28/2022,Highway 36,Hyalella,2,8,FALSE,Amphipoda,Scrapers,Scud
11/28/2022,Highway 36,Crangonyx,4,4,FALSE,Amphipoda,Gathering Collectors,Scud
11/28/2022,Highway 36,Baetis,2,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
11/28/2022,Highway 36,Hydropsychidae,1,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
11/28/2022,CTC Open Space,Baetis,71,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
11/28/2022,CTC Open Space,Tricorythodes,1,5,TRUE,Ephemeroptera,Gathering Collectors,Little stout crawler mayfly
11/28/2022,CTC Open Space,Baetis,2,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
11/28/2022,CTC Open Space,Baetidae,1,5,TRUE,Ephemeroptera,Scrapers,Small minnow mayfly
11/28/2022,CTC Open Space,Crangonyx,12,4,FALSE,Amphipoda,Gathering Collectors,Scud
11/28/2022,CTC Open Space,Hyalella,2,8,FALSE,Amphipoda,Scrapers,Scud
11/28/2022,CTC Open Space,Hydropsychidae,2,4,TRUE,Trichoptera,Filtering Collectors,Net spinning caddisflies
11/28/2022,Highway 36,White Chironomidae,10,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
11/28/2022,CTC Open Space,White Chironomidae,27,6,FALSE,Diptera,Multiple,Non-biting midge/chironomid
11/28/2022,CTC Open Space,Simuliidae,81,6,FALSE,Diptera,Filtering Collectors,Blackfly
11/28/2022,CTC Open Space,Tricladida,10,4,FALSE,Tricladida,Collectors,Flatworms
11/28/2022,CTC Open Space,Tipulidae,1,7,FALSE,Diptera,Shredders,Crane fly
11/28/2022,CTC Open Space,Annelida,2,NA,FALSE,Annelida,Detritivore,Segmented worms
